"race","year","stage","stage_id","stage_num","stage_type","date","departure","arrival","parcours_type","distance","vertical_meters","profile_score","startlist_quality","avg_speed_winner","won_how","win_type","km_solo"
"Tour de France",1919,"Stage 9 | Marseille - Nice","9",9,"Road race",1919-07-15,"Marseille","Nice","Mountains flat finish",338,NA,NA,250,24.74,NA,NA,NA
"Tour de France",1919,"Stage 10 | Nice - Grenoble","10",10,"Road race",1919-07-17,"Nice","Grenoble","Mountains flat finish",333,NA,NA,250,25.35,NA,NA,NA
"Tour de France",1919,"Stage 11 | Grenoble - Geneva","11",11,"Road race",1919-07-19,"Grenoble","Geneva","Mountains flat finish",325,NA,NA,250,25.43,NA,NA,NA
"Tour de France",1919,"Stage 12 | Geneva - Strasbourg","12",12,"Road race",1919-07-21,"Geneva","Strasbourg","Mountains flat finish",371,NA,NA,250,24.5,NA,NA,NA
"Tour de France",1919,"Stage 13 | Strasbourg - Metz","13",13,"Road race",1919-07-23,"Strasbourg","Metz","Flat",315,NA,NA,250,26.43,NA,NA,NA
"Tour de France",1919,"Stage 14 | Metz - Dunkerque","14",14,"Road race",1919-07-25,"Metz","Dunkerque","Flat",468,NA,NA,250,22.21,NA,NA,NA
"Tour de France",1919,"Stage 15 | Dunkerque - Paris","15",15,"Road race",1919-07-27,"Dunkerque","Paris","Flat",340,NA,NA,250,22.64,NA,NA,NA
"Tour de France",1920,"Stage 1 | Paris - Le Havre","1",1,"Road race",1920-06-27,"Paris","Le Havre","Flat",388,NA,NA,994,26.13,NA,NA,NA
"Tour de France",1920,"Stage 2 | Le Havre - Cherbourg","2",2,"Road race",1920-06-29,"Le Havre","Cherbourg","Flat",364,NA,NA,994,23.8,NA,NA,NA
"Tour de France",1920,"Stage 3 | Cherbourg - Brest","3",3,"Road race",1920-07-01,"Cherbourg","Brest","Flat",405,NA,NA,994,25.08,NA,NA,NA
"Tour de France",1920,"Stage 4 | Brest - Les Sables d'Olonne","4",4,"Road race",1920-07-03,"Brest","Les Sables d'Olonne","Flat",412,NA,NA,994,25.76,NA,NA,NA
"Tour de France",1920,"Stage 5 | Les Sables d'Olonne - Bayonne","5",5,"Road race",1920-07-05,"Les Sables d'Olonne","Bayonne","Flat",482,NA,NA,994,24.43,NA,NA,NA
"Tour de France",1920,"Stage 6 | Bayonne - Luchon","6",6,"Road race",1920-07-07,"Bayonne","Luchon","Mountains flat finish",326,NA,NA,994,21.37,NA,NA,NA
"Tour de France",1920,"Stage 7 | Luchon - Perpignan","7",7,"Road race",1920-07-09,"Luchon","Perpignan","Mountains flat finish",323,NA,NA,994,23.58,NA,NA,NA
"Tour de France",1920,"Stage 8 | Perpignan - Aix-en-Provence","8",8,"Road race",1920-07-11,"Perpignan","Aix-en-Provence","Flat",325,NA,NA,994,26.63,NA,NA,NA
"Tour de France",1920,"Stage 9 | Aix-en-Provence - Nice","9",9,"Road race",1920-07-14,"Aix-en-Provence","Nice","Mountains flat finish",356,NA,NA,994,21.89,NA,NA,NA
"Tour de France",1920,"Stage 10 | Nice - Grenoble","10",10,"Road race",1920-07-16,"Nice","Grenoble","Mountains flat finish",333,NA,NA,994,22.51,NA,NA,NA
"Tour de France",1920,"Stage 11 | Grenoble - Gex","11",11,"Road race",1920-07-18,"Grenoble","Gex","Mountains flat finish",362,NA,NA,994,23.34,NA,NA,NA
"Tour de France",1920,"Stage 12 | Gex - Strasbourg","12",12,"Road race",1920-07-20,"Gex","Strasbourg","Flat",354,NA,NA,994,24.72,NA,NA,NA
"Tour de France",1920,"Stage 13 | Strasbourg - Metz","13",13,"Road race",1920-07-22,"Strasbourg","Metz","Flat",300,NA,NA,994,26.72,NA,NA,NA
"Tour de France",1920,"Stage 14 | Metz - Dunkerque","14",14,"Road race",1920-07-24,"Metz","Dunkerque","Flat",433,NA,NA,994,23.32,NA,NA,NA
"Tour de France",1920,"Stage 15 | Dunkerque - Paris","15",15,"Road race",1920-07-27,"Dunkerque","Paris","Flat",340,NA,NA,994,23.4,NA,NA,NA
"Tour de France",1921,"Stage 1 | Paris - Le Havre","1",1,"Road race",1921-06-26,"Paris","Le Havre","Flat",388,NA,NA,1049,25.08,NA,NA,NA
"Tour de France",1921,"Stage 2 | Le Havre - Cherbourg","2",2,"Road race",1921-06-28,"Le Havre","Cherbourg","Flat",364,NA,NA,1049,27.72,NA,NA,NA
"Tour de France",1921,"Stage 3 | Cherbourg - Brest","3",3,"Road race",1921-06-30,"Cherbourg","Brest","Flat",405,NA,NA,1049,26.74,NA,NA,NA
"Tour de France",1921,"Stage 4 | Brest - Les Sables d'Olonne","4",4,"Road race",1921-07-02,"Brest","Les Sables d'Olonne","Flat",412,NA,NA,1049,26.53,NA,NA,NA
"Tour de France",1921,"Stage 5 | Les Sables d'Olonne - Bayonne","5",5,"Road race",1921-07-04,"Les Sables d'Olonne","Bayonne","Flat",482,NA,NA,1049,25.65,NA,NA,NA
"Tour de France",1921,"Stage 6 | Bayonne - Luchon","6",6,"Road race",1921-07-06,"Bayonne","Luchon","Mountains flat finish",326,NA,NA,1049,21.5,NA,NA,NA
"Tour de France",1921,"Stage 7 | Luchon - Perpignan","7",7,"Road race",1921-07-08,"Luchon","Perpignan","Mountains flat finish",323,NA,NA,1049,24.9,NA,NA,NA
"Tour de France",1921,"Stage 8 | Perpignan - Toulon","8",8,"Road race",1921-07-10,"Perpignan","Toulon","Flat",411,NA,NA,1049,25.51,NA,NA,NA
"Tour de France",1921,"Stage 9 | Toulon - Nice","9",9,"Road race",1921-07-12,"Toulon","Nice","Mountains flat finish",272,NA,NA,1049,23.78,NA,NA,NA
"Tour de France",1921,"Stage 10 | Nice - Grenoble","10",10,"Road race",1921-07-14,"Nice","Grenoble","Mountains flat finish",333,NA,NA,1049,23.72,NA,NA,NA
"Tour de France",1921,"Stage 11 | Grenoble - Geneva","11",11,"Road race",1921-07-16,"Grenoble","Geneva","Mountains flat finish",325,NA,NA,1049,23.1,NA,NA,NA
"Tour de France",1921,"Stage 12 | Geneva - Strasbourg","12",12,"Road race",1921-07-18,"Geneva","Strasbourg","Flat",371,NA,NA,1049,24.52,NA,NA,NA
"Tour de France",1921,"Stage 13 | Strasbourg - Metz","13",13,"Road race",1921-07-20,"Strasbourg","Metz","Flat",300,NA,NA,1049,29.58,NA,NA,NA
"Tour de France",1921,"Stage 14 | Metz - Dunkerque","14",14,"Road race",1921-07-22,"Metz","Dunkerque","Flat",433,NA,NA,1049,24.49,NA,NA,NA
"Tour de France",1921,"Stage 15 | Dunkerque - Paris","15",15,"Road race",1921-07-24,"Dunkerque","Paris","Flat",340,NA,NA,1049,22.05,NA,NA,NA
"Tour de France",1922,"Stage 1 | Paris - Le Havre","1",1,"Road race",1922-06-25,"Paris","Le Havre","Flat",388,NA,NA,943,25.53,NA,NA,NA
"Tour de France",1922,"Stage 2 | Le Havre - Cherbourg","2",2,"Road race",1922-06-27,"Le Havre","Cherbourg","Flat",364,NA,NA,943,24.06,NA,NA,NA
"Tour de France",1922,"Stage 3 | Cherbourg - Brest","3",3,"Road race",1922-06-29,"Cherbourg","Brest","Flat",405,NA,NA,943,23.04,NA,NA,NA
"Tour de France",1922,"Stage 4 | Brest - Les Sables d'Olonne","4",4,"Road race",1922-07-01,"Brest","Les Sables d'Olonne","Flat",412,NA,NA,943,26.98,NA,NA,NA
"Tour de France",1922,"Stage 5 | Les Sables d'Olonne - Bayonne","5",5,"Road race",1922-07-03,"Les Sables d'Olonne","Bayonne","Flat",482,NA,NA,943,24.77,NA,NA,NA
"Tour de France",1922,"Stage 6 | Bayonne - Luchon","6",6,"Road race",1922-07-05,"Bayonne","Luchon","Mountains flat finish",326,NA,NA,943,22.52,NA,NA,NA
"Tour de France",1922,"Stage 7 | Luchon - Perpignan","7",7,"Road race",1922-07-07,"Luchon","Perpignan","Mountains flat finish",323,NA,NA,943,26.7,NA,NA,NA
"Tour de France",1922,"Stage 8 | Perpignan - Toulon","8",8,"Road race",1922-07-09,"Perpignan","Toulon","Flat",411,NA,NA,943,26.03,NA,NA,NA
"Tour de France",1922,"Stage 9 | Toulon - Nice","9",9,"Road race",1922-07-11,"Toulon","Nice","Mountains flat finish",284,NA,NA,943,24.34,NA,NA,NA
"Tour de France",1922,"Stage 10 | Nice - Briançon","10",10,"Road race",1922-07-13,"Nice","Briançon","Mountains flat finish",274,NA,NA,943,21.35,NA,NA,NA
"Tour de France",1922,"Stage 11 | Briançon - Geneva","11",11,"Road race",1922-07-15,"Briançon","Geneva","Mountains flat finish",260,NA,NA,943,24.03,NA,NA,NA
"Tour de France",1922,"Stage 12 | Geneva - Strasbourg","12",12,"Road race",1922-07-17,"Geneva","Strasbourg","Flat",371,NA,NA,943,24.31,NA,NA,NA
"Tour de France",1922,"Stage 13 | Strasbourg - Metz","13",13,"Road race",1922-07-19,"Strasbourg","Metz","Flat",300,NA,NA,943,24.91,NA,NA,NA
"Tour de France",1922,"Stage 14 | Metz - Dunkerque","14",14,"Road race",1922-07-21,"Metz","Dunkerque","Flat",433,NA,NA,943,25.29,NA,NA,NA
"Tour de France",1922,"Stage 15 | Dunkerque - Paris","15",15,"Road race",1922-07-23,"Dunkerque","Paris","Flat",340,NA,NA,943,23.26,NA,NA,NA
"Tour de France",1923,"Stage 1 | Paris - Le Havre","1",1,"Road race",1923-06-24,"Paris","Le Havre","Flat",381,NA,NA,947,27.48,NA,NA,NA
"Tour de France",1923,"Stage 2 | Le Havre - Cherbourg","2",2,"Road race",1923-06-26,"Le Havre","Cherbourg","Flat",371,NA,NA,947,26.14,NA,NA,NA
"Tour de France",1923,"Stage 3 | Cherbourg - Brest","3",3,"Road race",1923-06-28,"Cherbourg","Brest","Flat",405,NA,NA,947,25.73,NA,NA,NA
"Tour de France",1923,"Stage 4 | Brest - Les Sables d'Olonne","4",4,"Road race",1923-06-30,"Brest","Les Sables d'Olonne","Flat",412,NA,NA,947,27.06,NA,NA,NA
"Tour de France",1923,"Stage 5 | Les Sables d'Olonne - Bayonne","5",5,"Road race",1923-07-02,"Les Sables d'Olonne","Bayonne","Flat",482,NA,NA,947,23.77,NA,NA,NA
"Tour de France",1923,"Stage 6 | Bayonne - Luchon","6",6,"Road race",1923-07-04,"Bayonne","Luchon","Mountains flat finish",326,NA,NA,947,20.26,NA,NA,NA
"Tour de France",1923,"Stage 7 | Luchon - Perpignan","7",7,"Road race",1923-07-06,"Luchon","Perpignan","Mountains flat finish",323,NA,NA,947,25.24,NA,NA,NA
"Tour de France",1923,"Stage 8 | Perpignan - Toulon","8",8,"Road race",1923-07-08,"Perpignan","Toulon","Flat",427,NA,NA,947,26.26,NA,NA,NA
"Tour de France",1923,"Stage 9 | Toulon - Nice","9",9,"Road race",1923-07-10,"Toulon","Nice","Mountains flat finish",281,NA,NA,947,23.08,NA,NA,NA
"Tour de France",1923,"Stage 10 | Nice - Briançon","10",10,"Road race",1923-07-12,"Nice","Briançon","Mountains flat finish",275,NA,NA,947,21.56,NA,NA,NA
"Tour de France",1923,"Stage 11 | Briançon - Genève","11",11,"Road race",1923-07-14,"Briançon","Genève","Mountains flat finish",260,NA,NA,947,26.43,NA,NA,NA
"Tour de France",1923,"Stage 12 | Genève - Strasbourg","12",12,"Road race",1923-07-16,"Genève","Strasbourg","Flat",377,NA,NA,947,24.89,NA,NA,NA
"Tour de France",1923,"Stage 13 | Strasbourg - Metz","13",13,"Road race",1923-07-18,"Strasbourg","Metz","Flat",300,NA,NA,947,25.86,NA,NA,NA
"Tour de France",1923,"Stage 14 | Metz - Dunkerque","14",14,"Road race",1923-07-20,"Metz","Dunkerque","Flat",433,NA,NA,947,22.89,NA,NA,NA
"Tour de France",1923,"Stage 15 | Dunkerque - Paris","15",15,"Road race",1923-07-22,"Dunkerque","Paris","Flat",343,NA,NA,947,22.38,NA,NA,NA
"Tour de France",1924,"Stage 1 | Paris - Le Havre","1",1,"Road race",1924-06-22,"Paris","Le Havre","Flat",381,NA,NA,1186,25.31,NA,NA,NA
"Tour de France",1924,"Stage 2 | Le Havre - Cherbourg","2",2,"Road race",1924-06-24,"Le Havre","Cherbourg","Flat",371,NA,NA,1186,25.45,NA,NA,NA
"Tour de France",1924,"Stage 3 | Cherbourg - Brest","3",3,"Road race",1924-06-26,"Cherbourg","Brest","Flat",405,NA,NA,1186,25.74,NA,NA,NA
"Tour de France",1924,"Stage 4 | Brest - Les Sables d'Olonne","4",4,"Road race",1924-06-28,"Brest","Les Sables d'Olonne","Flat",412,NA,NA,1186,25,NA,NA,NA
"Tour de France",1924,"Stage 5 | Les Sables d'Olonne - Bayonne","5",5,"Road race",1924-06-30,"Les Sables d'Olonne","Bayonne","Flat",482,NA,NA,1186,24.51,NA,NA,NA
"Tour de France",1924,"Stage 6 | Bayonne - Luchon","6",6,"Road race",1924-07-02,"Bayonne","Luchon","Mountains flat finish",326,NA,NA,1186,21.16,NA,NA,NA
"Tour de France",1924,"Stage 7 | Luchon - Perpignan","7",7,"Road race",1924-07-04,"Luchon","Perpignan","Mountains flat finish",323,NA,NA,1186,25.49,NA,NA,NA
"Tour de France",1924,"Stage 8 | Perpignan - Toulon","8",8,"Road race",1924-07-06,"Perpignan","Toulon","Flat",427,NA,NA,1186,25,NA,NA,NA
"Tour de France",1924,"Stage 9 | Toulon - Nice","9",9,"Road race",1924-07-08,"Toulon","Nice","Mountains flat finish",280,NA,NA,1186,23.59,NA,NA,NA
"Tour de France",1924,"Stage 10 | Nice - Briançon","10",10,"Road race",1924-07-10,"Nice","Briançon","Mountains flat finish",275,NA,NA,1186,21.4,NA,NA,NA
"Tour de France",1924,"Stage 11 | Briançon - Gex","11",11,"Road race",1924-07-12,"Briançon","Gex","Mountains flat finish",307,NA,NA,1186,25.45,NA,NA,NA
"Tour de France",1924,"Stage 12 | Gex - Strasbourg","12",12,"Road race",1924-07-14,"Gex","Strasbourg","Mountains flat finish",360,NA,NA,1186,22.71,NA,NA,NA
"Tour de France",1924,"Stage 13 | Strasbourg - Metz","13",13,"Road race",1924-07-16,"Strasbourg","Metz","Flat",300,NA,NA,1186,25.85,NA,NA,NA
"Tour de France",1924,"Stage 14 | Metz - Dunkerque","14",14,"Road race",1924-07-18,"Metz","Dunkerque","Flat",433,NA,NA,1186,21.33,NA,NA,NA
"Tour de France",1924,"Stage 15 | Dunkerque - Paris","15",15,"Road race",1924-07-20,"Dunkerque","Paris","Flat",343,NA,NA,1186,23.25,NA,NA,NA
"Tour de France",1925,"Stage 1 | Paris - Le Havre","1",1,"Road race",1925-06-21,"Paris","Le Havre","Flat",340,NA,NA,958,27.6,NA,NA,NA
"Tour de France",1925,"Stage 2 | Le Havre - Cherbourg","2",2,"Road race",1925-06-23,"Le Havre","Cherbourg","Flat",371,NA,NA,958,24.57,NA,NA,NA
"Tour de France",1925,"Stage 3 | Cherbourg - Brest","3",3,"Road race",1925-06-25,"Cherbourg","Brest","Flat",405,NA,NA,958,24.73,NA,NA,NA
"Tour de France",1925,"Stage 4 | Brest - Vannes","4",4,"Road race",1925-06-26,"Brest","Vannes","Flat",208,NA,NA,958,24.84,NA,NA,NA
"Tour de France",1925,"Stage 5 | Vannes - Les Sables d'Olonne","5",5,"Road race",1925-06-27,"Vannes","Les Sables d'Olonne","Flat",204,NA,NA,958,27.46,NA,NA,NA
"Tour de France",1925,"Stage 6 | Les Sables d'Olonne - Bordeaux","6",6,"Road race",1925-06-28,"Les Sables d'Olonne","Bordeaux","Flat",293,NA,NA,958,26.36,NA,NA,NA
"Tour de France",1925,"Stage 7 | Bordeaux - Bayonne","7",7,"Road race",1925-06-29,"Bordeaux","Bayonne","Flat",189,NA,NA,958,28.68,NA,NA,NA
"Tour de France",1925,"Stage 8 | Bayonne - Luchon","8",8,"Road race",1925-07-01,"Bayonne","Luchon","Mountains flat finish",326,NA,NA,958,21.29,NA,NA,NA
"Tour de France",1925,"Stage 9 | Luchon - Perpignan","9",9,"Road race",1925-07-03,"Luchon","Perpignan","Mountains flat finish",323,NA,NA,958,24.57,NA,NA,NA
"Tour de France",1925,"Stage 10 | Perpignan - Nîmes","10",10,"Road race",1925-07-04,"Perpignan","Nîmes","Flat",215,NA,NA,958,24.59,NA,NA,NA
"Tour de France",1925,"Stage 11 | Nîmes - Toulon","11",11,"Road race",1925-07-05,"Nîmes","Toulon","Flat",215,NA,NA,958,31.15,NA,NA,NA
"Tour de France",1925,"Stage 12 | Toulon - Nice","12",12,"Road race",1925-07-07,"Toulon","Nice","Mountains flat finish",280,NA,NA,958,25.37,NA,NA,NA
"Tour de France",1925,"Stage 13 | Nice - Briançon","13",13,"Road race",1925-07-09,"Nice","Briançon","Mountains flat finish",275,NA,NA,958,21.02,NA,NA,NA
"Tour de France",1925,"Stage 14 | Briançon - Evian","14",14,"Road race",1925-07-11,"Briançon","Evian","Mountains flat finish",303,NA,NA,958,26.11,NA,NA,NA
"Tour de France",1925,"Stage 15 | Evian - Mulhouse","15",15,"Road race",1925-07-13,"Evian","Mulhouse","Mountains flat finish",373,NA,NA,958,23.74,NA,NA,NA
"Tour de France",1925,"Stage 16 | Mulhouse - Metz","16",16,"Road race",1925-07-15,"Mulhouse","Metz","Flat",334,NA,NA,958,24.91,NA,NA,NA
"Tour de France",1925,"Stage 17 | Metz - Dunkerque","17",17,"Road race",1925-07-17,"Metz","Dunkerque","Flat",433,NA,NA,958,25.29,NA,NA,NA
"Tour de France",1925,"Stage 18 | Dunkerque - Paris","18",18,"Road race",1925-07-19,"Dunkerque","Paris","Flat",343,NA,NA,958,23.04,NA,NA,NA
"Tour de France",1926,"Stage 1 | Evian - Mülhausen","1",1,"Road race",1926-06-20,"Evian","Mülhausen","Flat",373,NA,NA,769,26.27,NA,NA,NA
"Tour de France",1926,"Stage 2 | Mülhausen - Metz","2",2,"Road race",1926-06-22,"Mülhausen","Metz","Flat",334,NA,NA,769,24.76,NA,NA,NA
"Tour de France",1926,"Stage 3 | Metz - Dunkerque","3",3,"Road race",1926-06-24,"Metz","Dunkerque","Flat",433,NA,NA,769,25.19,NA,NA,NA
"Tour de France",1926,"Stage 4 | Dunkerque - Le Havre","4",4,"Road race",1926-06-26,"Dunkerque","Le Havre","Flat",361,NA,NA,769,24.15,NA,NA,NA
"Tour de France",1926,"Stage 5 | Le Havre - Cherbourg","5",5,"Road race",1926-06-28,"Le Havre","Cherbourg","Flat",357,NA,NA,769,25.08,NA,NA,NA
"Tour de France",1926,"Stage 6 | Cherbourg - Brest","6",6,"Road race",1926-06-30,"Cherbourg","Brest","Flat",405,NA,NA,769,24.98,NA,NA,NA
"Tour de France",1926,"Stage 7 | Brest - Les Sables d'Olonne","7",7,"Road race",1926-07-02,"Brest","Les Sables d'Olonne","Flat",412,NA,NA,769,25.2,NA,NA,NA
"Tour de France",1926,"Stage 8 | Les Sables d'Olonne - Bordeaux","8",8,"Road race",1926-07-03,"Les Sables d'Olonne","Bordeaux","Flat",285,NA,NA,769,23.75,NA,NA,NA
"Tour de France",1926,"Stage 9 | Bordeaux - Bayonne","9",9,"Road race",1926-07-04,"Bordeaux","Bayonne","Flat",189,NA,NA,769,24.74,NA,NA,NA
"Tour de France",1926,"Stage 10 | Bayonne - Luchon","10",10,"Road race",1926-07-06,"Bayonne","Luchon","Mountains flat finish",326,NA,NA,769,18.95,NA,NA,NA
"Tour de France",1926,"Stage 11 | Luchon - Perpignan","11",11,"Road race",1926-07-08,"Luchon","Perpignan","Mountains flat finish",323,NA,NA,769,25.8,NA,NA,NA
"Tour de France",1926,"Stage 12 | Perpignan - Toulon","12",12,"Road race",1926-07-10,"Perpignan","Toulon","Flat",427,NA,NA,769,24.81,NA,NA,NA
"Tour de France",1926,"Stage 13 | Toulon - Nice","13",13,"Road race",1926-07-12,"Toulon","Nice","Flat",280,NA,NA,769,24.31,NA,NA,NA
"Tour de France",1926,"Stage 14 | Nice - Briançon","14",14,"Road race",1926-07-14,"Nice","Briançon","Mountains flat finish",275,NA,NA,769,22.92,NA,NA,NA
"Tour de France",1926,"Stage 15 | Briançon - Evian","15",15,"Road race",1926-07-16,"Briançon","Evian","Mountains flat finish",303,NA,NA,769,24.93,NA,NA,NA
"Tour de France",1926,"Stage 16 | Evian - Dijon","16",16,"Road race",1926-07-17,"Evian","Dijon","Flat",321,NA,NA,769,23.32,NA,NA,NA
"Tour de France",1926,"Stage 17 | Dijon - Paris","17",17,"Road race",1926-07-18,"Dijon","Paris","Flat",341,NA,NA,769,22.83,NA,NA,NA
"Tour de France",1927,"Stage 1 | Paris - Dieppe","1",1,"Road race",1927-06-19,"Paris","Dieppe","Flat",180,NA,NA,516,30.36,NA,NA,NA
"Tour de France",1927,"Stage 2 | Dieppe - Le Havre","2",2,"Road race",1927-06-20,"Dieppe","Le Havre","Flat",103,NA,NA,516,30.02,NA,NA,NA
"Tour de France",1927,"Stage 3 | Le Havre - Caen","3",3,"Road race",1927-06-21,"Le Havre","Caen","Flat",225,NA,NA,516,30.61,NA,NA,NA
"Tour de France",1927,"Stage 4 | Caen - Cherbourg","4",4,"Road race",1927-06-22,"Caen","Cherbourg","Flat",140,NA,NA,516,32.21,NA,NA,NA
"Tour de France",1927,"Stage 5 | Cherbourg - Dinan","5",5,"Road race",1927-06-23,"Cherbourg","Dinan","Flat",199,NA,NA,516,30.23,NA,NA,NA
"Tour de France",1927,"Stage 6 | Dinan - Brest","6",6,"Road race",1927-06-24,"Dinan","Brest","Flat",206,NA,NA,516,27.73,NA,NA,NA
"Tour de France",1927,"Stage 7 | Brest - Vannes","7",7,"Road race",1927-06-25,"Brest","Vannes","Flat",207,NA,NA,516,31.01,NA,NA,NA
"Tour de France",1927,"Stage 8 | Vannes - Les Sables d'Olonne","8",8,"Road race",1927-06-26,"Vannes","Les Sables d'Olonne","Flat",204,NA,NA,516,33.66,NA,NA,NA
"Tour de France",1927,"Stage 9 | Les Sables d'Olonne - Bordeaux","9",9,"Road race",1927-06-27,"Les Sables d'Olonne","Bordeaux","Flat",285,NA,NA,516,31.87,NA,NA,NA
"Tour de France",1927,"Stage 10 | Bordeaux - Bayonne","10",10,"Road race",1927-06-28,"Bordeaux","Bayonne","Flat",189,NA,NA,516,26.15,NA,NA,NA
"Tour de France",1927,"Stage 11 | Bayonne - Luchon","11",11,"Road race",1927-06-30,"Bayonne","Luchon","Mountains flat finish",326,NA,NA,516,19.85,NA,NA,NA
"Tour de France",1927,"Stage 12 | Luchon - Perpignan","12",12,"Road race",1927-07-02,"Luchon","Perpignan","Mountains flat finish",323,NA,NA,516,26.54,NA,NA,NA
"Tour de France",1927,"Stage 13 | Perpignan - Marseille","13",13,"Road race",1927-07-04,"Perpignan","Marseille","Flat",360,NA,NA,516,25.04,NA,NA,NA
"Tour de France",1927,"Stage 14 | Marseille - Toulon","14",14,"Road race",1927-07-05,"Marseille","Toulon","Flat",120,NA,NA,516,31.07,NA,NA,NA
"Tour de France",1927,"Stage 15 | Toulon - Nice","15",15,"Road race",1927-07-06,"Toulon","Nice","Mountains flat finish",220,NA,NA,516,18.86,NA,NA,NA
"Tour de France",1927,"Stage 16 | Nice - Briançon","16",16,"Road race",1927-07-08,"Nice","Briançon","Mountains flat finish",275,NA,NA,516,21.21,NA,NA,NA
"Tour de France",1927,"Stage 17 | Briançon - Evian","17",17,"Road race",1927-07-09,"Briançon","Evian","Mountains flat finish",283,NA,NA,516,23.68,NA,NA,NA
"Tour de France",1927,"Stage 18 | Evian - Pontarlier","18",18,"Road race",1927-07-11,"Evian","Pontarlier","Flat",213,NA,NA,516,29.75,NA,NA,NA
"Tour de France",1927,"Stage 19 | Pontarlier - Belfort","19",19,"Road race",1927-07-12,"Pontarlier","Belfort","Flat",119,NA,NA,516,31.66,NA,NA,NA
"Tour de France",1927,"Stage 20 | Belfort - Strasbourg","20",20,"Road race",1927-07-13,"Belfort","Strasbourg","Flat",145,NA,NA,516,33.56,NA,NA,NA
"Tour de France",1927,"Stage 21 | Strasbourg - Metz","21",21,"Road race",1927-07-14,"Strasbourg","Metz","Flat",165,NA,NA,516,30.47,NA,NA,NA
"Tour de France",1927,"Stage 22 | Metz - Charleville","22",22,"Road race",1927-07-15,"Metz","Charleville","Flat",159,NA,NA,516,31.75,NA,NA,NA
"Tour de France",1927,"Stage 23 | Charleville - Dunkerque","23",23,"Road race",1927-07-16,"Charleville","Dunkerque","Flat",270,NA,NA,516,29.47,NA,NA,NA
"Tour de France",1927,"Stage 24 | Dunkerque - Paris","24",24,"Road race",1927-07-17,"Dunkerque","Paris","Flat",344,NA,NA,516,24.63,NA,NA,NA
"Tour de France",1928,"Stage 1 | Paris - Caen","1",1,"Road race",1928-06-17,"Paris","Caen","Flat",207,NA,NA,753,31.92,NA,NA,NA
"Tour de France",1928,"Stage 2 | Caen - Cherbourg","2",2,"Road race",1928-06-18,"Caen","Cherbourg","Flat",140,NA,NA,753,33.27,NA,NA,NA
"Tour de France",1928,"Stage 3 | Cherbourg - Dinan","3",3,"Road race",1928-06-19,"Cherbourg","Dinan","Flat",199,NA,NA,753,30.67,NA,NA,NA
"Tour de France",1928,"Stage 4 | Dinan - Brest","4",4,"Road race",1928-06-20,"Dinan","Brest","Flat",206,NA,NA,753,30.3,NA,NA,NA
"Tour de France",1928,"Stage 5 | Brest - Vannes","5",5,"Road race",1928-06-21,"Brest","Vannes","Flat",208,NA,NA,753,30.92,NA,NA,NA
"Tour de France",1928,"Stage 6 | Vannes - Les Sables d'Olonne","6",6,"Road race",1928-06-22,"Vannes","Les Sables d'Olonne","Flat",204,NA,NA,753,31.9,NA,NA,NA
"Tour de France",1928,"Stage 7 | Les Sables d'Olonne - Bordeaux","7",7,"Road race",1928-06-23,"Les Sables d'Olonne","Bordeaux","Flat",285,NA,NA,753,30.45,NA,NA,NA
"Tour de France",1928,"Stage 8 | Bordeaux - Hendaye","8",8,"Road race",1928-06-24,"Bordeaux","Hendaye","Flat",225,NA,NA,753,33.14,NA,NA,NA
"Tour de France",1928,"Stage 9 | Hendaye - Luchon","9",9,"Road race",1928-06-26,"Hendaye","Luchon","Mountains flat finish",387,NA,NA,753,23.86,NA,NA,NA
